City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
420,marsa matruh,99,EG,1586921662,71,31.35,27.25,55.4,5.82
421,tura,8,IN,1586921662,42,25.52,90.22,87.19,7.11
422,mahebourg,75,MU,1586921662,74,-20.41,57.7,78.8,17.22
423,asau,57,RO,1586921662,85,46.43,26.4,32.0,2.24
424,ancud,90,CL,1586921663,100,-41.87,-73.82,50.0,13.87
425,tiznit,0,MA,1586921663,58,29.58,-9.5,56.48,2.44
426,road town,1,VG,1586921603,78,18.42,-64.62,80.01,9.17
427,harper,76,LR,1586921663,83,4.38,-7.72,80.44,4.65
428,souillac,75,MU,1586921664,74,-20.52,57.52,78.8,17.22
429,rio tercero,25,AR,1586921664,45,-32.17,-64.11,52.72,3.44
430,bunbury,20,AU,1586921664,35,-33.33,115.63,73.0,15.79
431,makokou,100,GA,1586921665,85,0.57,12.86,71.6,2.53
432,suvorovo,90,BG,1586921665,86,43.33,27.6,37.4,6.93
433,south venice,75,US,1586921665,100,27.05,-82.42,81.0,6.93
434,krasnoye-na-volge,100,RU,1586921665,93,57.51,41.24,35.6,4.47
435,kundiawa,100,PG,1586921665,38,-6.02,144.97,78.46,1.3
436,kosa,96,RU,1586921666,91,59.94,55.0,32.77,2.33
437,torquay,0,GB,1586921666,93,50.46,-3.51,45.0,12.57
438,neiafu,75,TO,1586921666,83,-18.65,-173.98,82.4,4.7
439,shubarshi,43,KZ,1586921666,56,48.59,57.19,43.36,9.62
440,manicore,75,BR,1586921667,100,-5.81,-61.3,75.2,3.36
441,ghogha,1,IN,1586921667,32,21.68,72.28,88.32,10.09
442,la gomera,44,GT,1586921667,71,14.08,-91.05,81.99,2.91
443,chabahar,18,IR,1586921667,55,25.29,60.64,81.0,4.88
444,northam,8,GB,1586921668,84,51.03,-4.22,42.01,1.99
445,denpasar,20,ID,1586921592,84,-8.65,115.22,86.0,5.82
446,lichinga,81,MZ,1586921668,73,-13.31,35.24,59.32,2.55
447,itarema,100,BR,1586921668,83,-2.92,-39.92,75.87,2.95
448,lata,40,PT,1586921375,87,40.16,-8.33,54.0,6.93
449,tunceli,35,TR,1586921669,86,39.11,39.55,37.4,5.82
450,kushima,75,JP,1586921669,42,31.46,131.23,66.2,5.82
451,praia,66,CV,1586921670,77,14.92,-23.51,69.8,17.22
452,sur,61,OM,1586921670,34,22.57,59.53,84.52,6.76
453,calderitas,0,MX,1586921670,85,18.55,-88.25,76.23,6.96
454,qaqortoq,98,GL,1586921670,42,60.72,-46.03,30.2,4.7
455,eureka,1,US,1586921559,58,40.8,-124.16,54.0,13.87
